EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 10-05-2011
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://eca.knmi.nl

01-05 STAID       : Station identifier
07-46 STATIONNAME : Station Name
48-87 COUNTRYNAME : Country Name
89-97 LAT         : Latitude in degrees:minutes:seconds (+:North, -:South)
99-109 LON        : Longitude in degrees:minutes:seconds (+:East, -:West)
111-115 HGT       : Station elevation in meters 

STAID,STATIONNAME                             ,COUNTRYNAME                             ,LAT      ,LON       ,HGT
1406 ,TARIFA                                  ,SPAIN                                   ,+36:00:55,-005:35:51,  32
1407 ,SABINANIGO                              ,SPAIN                                   ,+42:31:12,-000:21:00, 790
1408 ,CALZADA CALATRAVA                       ,SPAIN                                   ,+38:42:00,-003:46:12, 645
1409 ,KARESUANDO                              ,SWEDEN                                  ,+68:26:31,+022:27:01, 330
1410 ,JONKOPINGS FLYGPLATS                    ,SWEDEN                                  ,+57:45:05,+014:04:23, 226
1411 ,PAJALA                                  ,SWEDEN                                  ,+67:12:35,+023:23:34, 168
1412 ,LULEA FLYGPLATS                         ,SWEDEN                                  ,+65:32:35,+022:07:09,  17
1413 ,HARSFJARDEN                             ,SWEDEN                                  ,+59:04:12,+018:07:12,   4
1414 ,SVENSKA HOGARNA                         ,SWEDEN                                  ,+59:26:39,+019:30:20,  12
1415 ,SAVE                                    ,SWEDEN                                  ,+57:46:48,+011:52:48,  20
1416 ,SATENAS                                 ,SWEDEN                                  ,+58:26:08,+012:42:27,  54
1417 ,BARKAKRA                                ,SWEDEN                                  ,+56:17:24,+012:51:00,  20
1418 ,FALSTERBO                               ,SWEDEN                                  ,+55:22:48,+012:49:12,   5
1419 ,BREDAKRA                                ,SWEDEN                                  ,+56:15:36,+015:16:12,  58
1420 ,HOBURG                                  ,SWEDEN                                  ,+56:55:12,+018:09:59,  38
1421 ,KARLSHAMN                               ,SWEDEN                                  ,+56:10:48,+014:51:00,  50
1422 ,BORAS                                   ,SWEDEN                                  ,+57:45:36,+012:57:00, 135
1423 ,OLANDS NORRA UDDE                       ,SWEDEN                                  ,+57:22:12,+017:06:00,   4
1424 ,LANDSORT                                ,SWEDEN                                  ,+58:44:24,+017:52:12,  18
1425 ,OREBRO                                  ,SWEDEN                                  ,+59:14:24,+015:17:24,  35
1426 ,FORSE                                   ,SWEDEN                                  ,+63:08:24,+016:59:23, 120
1427 ,JACKVIK                                 ,SWEDEN                                  ,+66:22:47,+017:00:00, 430
1428 ,ARJEPLOG A                              ,SWEDEN                                  ,+66:03:08,+017:50:35, 431
1429 ,JOKKMOKK                                ,SWEDEN                                  ,+66:37:47,+019:38:24, 254
1430 ,VITTANGI                                ,SWEDEN                                  ,+67:40:48,+021:37:48, 250
1431 ,AROSA                                   ,SWITZERLAND                             ,+46:46:48,+009:40:48,1840
1432 ,CHUR                                    ,SWITZERLAND                             ,+46:51:36,+009:31:48, 556
1433 ,SCHAFFHAUSEN                            ,SWITZERLAND                             ,+47:40:48,+008:36:35, 438
1434 ,GLARUS                                  ,SWITZERLAND                             ,+47:01:48,+009:03:36, 517
1435 ,MEIRINGEN                               ,SWITZERLAND                             ,+46:43:48,+008:09:36, 595
1436 ,MONTANA                                 ,SWITZERLAND                             ,+46:18:36,+007:28:48,1427
1437 ,MONTREUX-CLARENS                        ,SWITZERLAND                             ,+46:27:00,+006:54:00, 405
1438 ,LOCARNO-MONTI                           ,SWITZERLAND                             ,+46:10:21,+008:47:15, 367
1439 ,VAN                                     ,TURKEY                                  ,+38:27:00,+043:19:12,1662
1451 ,VLADIMIR-VOLYNSKIJ                      ,UKRAINE                                 ,+50:48:00,+024:18:00, 193
1460 ,NEZIN                                   ,UKRAINE                                 ,+51:06:00,+031:54:00, 126
1461 ,KONOTOP                                 ,UKRAINE                                 ,+51:12:00,+033:12:00, 149
1464 ,SUMY;AMSG                               ,UKRAINE                                 ,+50:52:48,+034:46:48, 177
1470 ,ROVNO                                   ,UKRAINE                                 ,+50:36:00,+026:12:00, 234
1472 ,SHEPETIVKA                              ,UKRAINE                                 ,+50:10:12,+027:03:00, 277
1473 ,ZHITOMIR (AMSG)                         ,UKRAINE                                 ,+50:16:12,+028:37:48, 219
1482 ,LUBNY                                   ,UKRAINE                                 ,+50:01:12,+033:00:00, 156
1490 ,TERNOPOL                                ,UKRAINE                                 ,+49:34:12,+025:36:00, 334
1492 ,HMEL-NICKIJ                             ,UKRAINE                                 ,+49:24:00,+026:54:00, 195
1496 ,IMENI_STARCENKO                         ,UKRAINE                                 ,+49:42:00,+031:00:00, 151
1509 ,IVANO-FRANKOVSK                         ,UKRAINE                                 ,+48:54:00,+024:42:00, 276
1513 ,VINNYTSIA                               ,UKRAINE                                 ,+49:13:59,+028:36:00, 298
1519 ,UMAN                                    ,UKRAINE                                 ,+48:46:12,+030:13:48, 214
1526 ,UZHHOROD                                ,UKRAINE                                 ,+48:37:59,+022:16:00, 124
1535 ,CHERNOVTSY                              ,UKRAINE                                 ,+48:16:12,+025:58:12, 239
1536 ,MOGILYEV-PODOLSK                        ,UKRAINE                                 ,+48:27:00,+027:46:48,  77
1542 ,KIROVOGRAD (AMSG)                       ,UKRAINE                                 ,+48:28:48,+032:15:00, 171
1548 ,LJUBASEVKA                              ,UKRAINE                                 ,+47:54:00,+030:18:00, 182
1564 ,KHERSON (AGRO)                          ,UKRAINE                                 ,+46:40:12,+032:37:11,  18
1567 ,ASKANIIA NOVA                           ,UKRAINE                                 ,+46:30:00,+033:54:00,  28
1571 ,CHERNOMORSKOYE                          ,UKRAINE                                 ,+45:31:12,+032:42:00,   3
1577 ,SIMFEROPOL                              ,UKRAINE                                 ,+44:42:00,+034:07:59, 181
1585 ,KERCH                                   ,UKRAINE                                 ,+45:24:00,+036:25:00,  49
1587 ,YALTA                                   ,UKRAINE                                 ,+44:30:00,+034:10:12,  41
1592 ,AI-PETRI                                ,UKRAINE                                 ,+44:28:12,+034:04:12,1180
1594 ,KHARKIV                                 ,UKRAINE                                 ,+49:58:00,+036:07:59, 155
1603 ,IZJUM                                   ,UKRAINE                                 ,+49:12:00,+037:18:00,  79
1609 ,DNEPROPETROVSK (AMSG)                   ,UKRAINE                                 ,+48:22:12,+035:04:48, 141
1614 ,DONECK                                  ,UKRAINE                                 ,+48:06:00,+037:48:00, 259
1615 ,DEBALTSEVE                              ,UKRAINE                                 ,+48:24:00,+038:24:00, 335
1627 ,KIRKWALL                                ,UNITED KINGDOM                          ,+58:57:00,-002:54:00,  26
1628 ,KINLOSS                                 ,UNITED KINGDOM                          ,+57:39:00,-003:34:12,   5
1629 ,CRAIBSTONE                              ,UNITED KINGDOM                          ,+57:10:48,-002:12:00, 102
1630 ,MYLNEFIELD                              ,UNITED KINGDOM                          ,+56:27:00,-003:04:12,  31
1631 ,RINGWAY                                 ,UNITED KINGDOM                          ,+53:21:00,-002:16:48,  69
1632 ,ASKHAM BRYAN                            ,UNITED KINGDOM                          ,+53:55:12,-001:10:12,  32
1633 ,SHAWBURY                                ,UNITED KINGDOM                          ,+52:48:00,-002:40:12,  72
1634 ,GOUDHURST                               ,UNITED KINGDOM                          ,+51:04:48,+000:27:36,  85
1635 ,DALE FORT                               ,UNITED KINGDOM                          ,+51:42:00,-005:09:00,  33
1636 ,PAISLEY                                 ,UNITED KINGDOM                          ,+55:51:00,-004:25:47,  32
1637 ,CWMYSTWYTH                              ,UNITED KINGDOM                          ,+52:21:00,-003:49:12, 301
1638 ,LONG ASHTON                             ,UNITED KINGDOM                          ,+51:25:48,-002:40:12,  51
1639 ,CAMBRIDGE (B. GDNS)                     ,UNITED KINGDOM                          ,+52:11:35,+000:07:54,  13
1640 ,ALDERGROVE                              ,UNITED KINGDOM                          ,+54:39:00,-006:13:12,  81
1641 ,ALTDORF                                 ,SWITZERLAND                             ,+46:52:00,+008:37:59, 438
1642 ,ANDERMATT                               ,SWITZERLAND                             ,+46:37:59,+008:36:00,1442
1643 ,BAD RAGAZ                               ,SWITZERLAND                             ,+47:01:00,+009:30:00, 496
1644 ,BERN                                    ,SWITZERLAND                             ,+46:55:59,+007:25:00, 570
1645 ,CHATEAU-D'OEX                           ,SWITZERLAND                             ,+46:28:59,+007:09:00, 985
1646 ,DERRYGREENAGH                           ,IRELAND                                 ,+53:23:30,-007:15:29,  90
1647 ,DAVOS                                   ,SWITZERLAND                             ,+46:49:00,+009:51:00,1594
1648 ,ENGELBERG                               ,SWITZERLAND                             ,+46:49:00,+008:25:00,1036
1649 ,COL DU GRAND ST-BERNARD                 ,SWITZERLAND                             ,+45:52:00,+007:10:00,2472
1650 ,GRACHEN                                 ,SWITZERLAND                             ,+46:12:00,+007:49:59,1550
1651 ,GRIMSEL HOSPIZ                          ,SWITZERLAND                             ,+46:34:00,+008:19:59,1980
1652 ,LA CHAUX-DE-FONDS 1                     ,SWITZERLAND                             ,+47:04:59,+006:48:00,1060
1653 ,LA CHAUX-DE-FONDS                       ,SWITZERLAND                             ,+47:04:00,+006:49:00,1017
1655 ,LUZERN                                  ,SWITZERLAND                             ,+47:01:59,+008:18:00, 454
1656 ,NEUCHATEL                               ,SWITZERLAND                             ,+47:00:00,+006:57:00, 485
1657 ,SAMEDAN 1                               ,SWITZERLAND                             ,+46:31:59,+009:52:59,1712
1658 ,SAMEDAN                                 ,SWITZERLAND                             ,+46:31:59,+009:52:59,1709
1659 ,S. BERNARDINO                           ,SWITZERLAND                             ,+46:28:00,+009:10:59,1639
1660 ,SEGL-MARIA                              ,SWITZERLAND                             ,+46:25:59,+009:46:00,1798
1661 ,SION 1                                  ,SWITZERLAND                             ,+46:13:00,+007:19:59, 542
1662 ,SION 2                                  ,SWITZERLAND                             ,+46:13:00,+007:19:59, 482
1663 ,ST. GALLEN (ANETZ-STATIONS)             ,SWITZERLAND                             ,+47:25:59,+009:24:00, 779
1664 ,ALGHERO/FERTILIA                        ,ITALY                                   ,+40:40:12,+008:16:47,  28
1666 ,TORINO/BRIC DELLA CR                    ,ITALY                                   ,+45:01:48,+007:43:48, 710
1668 ,TREVISO/S.ANGELO                        ,ITALY                                   ,+45:39:00,+012:10:48,  23
1670 ,RIMINI/MIRAMARE                         ,ITALY                                   ,+44:00:00,+012:37:12,  13
1672 ,PESCARA                                 ,ITALY                                   ,+42:25:48,+014:12:00,  11
1673 ,FROSINONE                               ,ITALY                                   ,+41:37:48,+013:16:48, 158
1674 ,FOGGIA/AMEMDOLA                         ,ITALY                                   ,+41:31:48,+015:43:12,  60
1675 ,TREVICO                                 ,ITALY                                   ,+41:03:00,+015:13:48,1093
1676 ,MONTE SCURO                             ,ITALY                                   ,+39:19:12,+016:22:48,1671
1677 ,PRIZZI                                  ,ITALY                                   ,+37:43:12,+013:25:12,1035
1679 ,SHKODRA                                 ,ALBANIA                                 ,+42:06:00,+019:31:59,  43
1681 ,SPLIT MARJAN                            ,CROATIA                                 ,+43:31:00,+016:25:59, 122
1682 ,LASTOVO                                 ,CROATIA                                 ,+42:46:00,+016:53:58, 186
1683 ,RIJEKA                                  ,CROATIA                                 ,+45:19:59,+014:27:00, 120
1684 ,GOSPIC                                  ,CROATIA                                 ,+44:33:00,+015:22:00, 564
1685 ,OSIJEK                                  ,CROATIA                                 ,+45:31:59,+018:37:59,  88
1686 ,HVAR                                    ,CROATIA                                 ,+43:10:00,+016:27:00,  20
1687 ,ZAVIZAN                                 ,CROATIA                                 ,+44:49:00,+014:58:59,1594
1704 ,DUBLIN (GLASNEVIN)                      ,IRELAND                                 ,+53:22:15,-006:16:18,  21
1705 ,DOBBIACO                                ,ITALY                                   ,+46:43:59,+012:13:00,1222
1706 ,TARVISIO                                ,ITALY                                   ,+46:30:00,+013:34:59, 777
1710 ,BRIC DELLA CROCE                        ,ITALY                                   ,+45:01:59,+007:43:00, 709
1711 ,NOVARA/CAMERI                           ,ITALY                                   ,+45:30:00,+008:40:00, 168
1712 ,MILANO MALPENSA                         ,ITALY                                   ,+45:37:00,+008:43:59, 211
1713 ,MONTE BISBINO                           ,ITALY                                   ,+45:52:00,+009:04:00,1318
1714 ,BERGAMO ORIO AL SERIO                   ,ITALY                                   ,+45:40:00,+009:42:00, 236
1715 ,DUBLIN (MERRION SQUARE)                 ,IRELAND                                 ,+53:20:20,-006:15:11,  13
1716 ,PIACENZA S. DAMANO                      ,ITALY                                   ,+44:55:00,+009:43:59, 134
1718 ,DUBLIN AIRPORT                          ,IRELAND                                 ,+53:25:41,-006:14:27,  71
1719 ,VICENZA                                 ,ITALY                                   ,+45:34:00,+011:31:00,  39
1720 ,TREVISO/ISTRANA                         ,ITALY                                   ,+45:40:59,+012:06:00,  41
1723 ,RONCHI DEI LEGIONARI                    ,ITALY                                   ,+45:49:00,+013:28:59,  10
1724 ,DUNDALK (ANNASKEAGH W.W.)               ,IRELAND                                 ,+54:03:11,-006:21:00,  61
1725 ,MONDOVI                                 ,ITALY                                   ,+44:22:59,+007:49:00, 559
1726 ,GLENAMOY                                ,IRELAND                                 ,+54:14:20,-009:43:00,  25
1727 ,ALBENGA                                 ,ITALY                                   ,+44:03:00,+008:07:00,  45
1729 ,PARMA                                   ,ITALY                                   ,+44:48:15,+010:18:54,  54
1731 ,PASSO PORRETTA                          ,ITALY                                   ,+44:01:00,+011:00:00,1313
1732 ,BOLOGNA/BORGO PANIGALE                  ,ITALY                                   ,+44:31:59,+011:18:00,  36
1733 ,MARINA DI RAVENNA                       ,ITALY                                   ,+44:29:26,+012:17:02,   3
1734 ,FORLI-1                                 ,ITALY                                   ,+44:12:00,+012:04:00,  27
1735 ,CERVIA                                  ,ITALY                                   ,+44:16:21,+012:19:08,   2
1736 ,RIMINI                                  ,ITALY                                   ,+44:03:30,+012:34:46,   7
1738 ,GLENGARRIFF (ILNACULLIN)                ,IRELAND                                 ,+51:44:06,-009:32:45,   7
1739 ,GLENTIES HATCHERY                       ,IRELAND                                 ,+54:47:24,-008:17:09,  44
1740 ,FRONTONE                                ,ITALY                                   ,+43:31:00,+012:43:59, 570
1742 ,ALGHERO                                 ,ITALY                                   ,+40:37:59,+008:16:59,  23
1743 ,OLBIA COSTA SMERALDA                    ,ITALY                                   ,+40:54:00,+009:31:00,  11
1744 ,FONNI                                   ,ITALY                                   ,+40:07:00,+009:15:00, 985
1746 ,PERDASDEFOGU                            ,ITALY                                   ,+39:40:00,+009:25:59, 608
1747 ,CAPO S. LORENZO                         ,ITALY                                   ,+39:30:00,+009:37:59,   4
1748 ,DECIMOMANNU                             ,ITALY                                   ,+39:21:00,+008:58:00,  23
1750 ,JOHNSTOWN CASTLE                        ,IRELAND                                 ,+52:17:30,-006:30:00,  49
1751 ,CAPO CARBONARA                          ,ITALY                                   ,+39:06:00,+009:31:00, 116
1752 ,KREDARICA                               ,SLOVENIA                                ,+46:22:45,+013:51:14,2514
1754 ,KELLS (HEADFORT)                        ,IRELAND                                 ,+53:44:09,-006:50:48,  67
1755 ,LULLYMORE (BORD NA MONA)                ,IRELAND                                 ,+53:18:21,-006:55:59,  84
1756 ,MARKREE CASTLE                          ,IRELAND                                 ,+54:10:30,-008:27:21,  39
1757 ,SLIEVE BLOOM MTNS.(NEALSTOWN)           ,IRELAND                                 ,+52:59:35,-007:42:14, 219
1758 ,TRALEE (CLASH)                          ,IRELAND                                 ,+52:16:08,-009:41:20,  15
1759 ,WARRENSTOWN                             ,IRELAND                                 ,+53:31:26,-006:36:39,  90
1760 ,WATERFORD (TYCOR)                       ,IRELAND                                 ,+52:15:11,-007:07:51,  49
1800 ,AUCHINCRUIVE                            ,UNITED KINGDOM                          ,+55:28:36,-004:33:57,  48
1801 ,GLENLEE                                 ,UNITED KINGDOM                          ,+55:05:56,-004:11:09,  55
1802 ,THREAVE                                 ,UNITED KINGDOM                          ,+54:55:30,-003:57:00,  73
1803 ,RONALDSWAY                              ,UNITED KINGDOM                          ,+54:05:06,-004:37:59,  16
1804 ,NEWTON RIGG                             ,UNITED KINGDOM                          ,+54:40:12,-002:47:09, 169
1805 ,GRIZEDALE                               ,UNITED KINGDOM                          ,+54:20:17,-003:01:12,  91
1806 ,PRESTON: MOOR PARK                      ,UNITED KINGDOM                          ,+53:46:26,-002:42:11,  33
1807 ,HAWARDEN BRIDGE                         ,UNITED KINGDOM                          ,+53:13:00,-003:01:41,   5
1808 ,LOGGERHEADS: COLOMENDY CENTRE           ,UNITED KINGDOM                          ,+53:09:00,-003:11:45, 210
1809 ,INVERNESS                               ,UNITED KINGDOM                          ,+57:29:12,-004:13:23,   4
1810 ,ABERPORTH                               ,UNITED KINGDOM                          ,+52:08:20,-004:34:18, 133
1811 ,GOGERDDAN                               ,UNITED KINGDOM                          ,+52:25:54,-004:01:11,  31
1812 ,YEOVILTON                               ,UNITED KINGDOM                          ,+51:00:21,-002:38:24,  20
1813 ,SWANAGE                                 ,UNITED KINGDOM                          ,+50:36:50,-001:57:29,  10
1814 ,PLYMOUTH: MOUNTBATTEN                   ,UNITED KINGDOM                          ,+50:21:14,-004:07:15,  50
1815 ,SLAPTON                                 ,UNITED KINGDOM                          ,+50:17:30,-003:39:03,  32
1816 ,ST MAWGAN                               ,UNITED KINGDOM                          ,+50:26:12,-004:59:56, 103
1817 ,BUDE                                    ,UNITED KINGDOM                          ,+50:49:41,-004:32:45,  15
1818 ,BRAEMAR                                 ,UNITED KINGDOM                          ,+57:00:21,-003:23:48, 339
1819 ,BALMORAL                                ,UNITED KINGDOM                          ,+57:02:12,-003:13:12, 283
1820 ,HILLSBOROUGH                            ,UNITED KINGDOM                          ,+54:27:06,-006:04:12, 116
1821 ,STORMONT CASTLE                         ,UNITED KINGDOM                          ,+54:36:11,-005:49:44,  56
1822 ,LOUGH NAVAR FOREST                      ,UNITED KINGDOM                          ,+54:26:20,-007:54:11, 126
1823 ,GUERNSEY: AIRPORT                       ,UNITED KINGDOM                          ,+49:25:59,-002:36:00, 101
1824 ,JERSEY: AIRPORT                         ,UNITED KINGDOM                          ,+49:13:00,-002:12:00,  84
1825 ,DYCE                                    ,UNITED KINGDOM                          ,+57:12:18,-002:12:14,  65
1826 ,ALWEN                                   ,UNITED KINGDOM                          ,+53:03:39,-003:33:14, 345
1827 ,TIREE                                   ,UNITED KINGDOM                          ,+56:29:48,-006:53:12,   9
1828 ,ARDTALNAIG                              ,UNITED KINGDOM                          ,+56:31:44,-004:06:39, 130
1829 ,FASKALLY                                ,UNITED KINGDOM                          ,+56:43:05,-003:46:08,  94
1830 ,LEUCHARS                                ,UNITED KINGDOM                          ,+56:22:36,-002:51:42,  10
1831 ,PENICUIK                                ,UNITED KINGDOM                          ,+55:49:26,-003:13:33, 185
1832 ,EDINBURGH: ROYAL BOTANIC GARDEN         ,UNITED KINGDOM                          ,+55:58:00,-003:12:36,  26
1833 ,DUNBAR                                  ,UNITED KINGDOM                          ,+56:00:14,-002:31:33,  23
1834 ,BLYTH BRIDGE                            ,UNITED KINGDOM                          ,+55:42:11,-003:22:00, 253
1835 ,BOWHILL                                 ,UNITED KINGDOM                          ,+55:32:27,-002:54:18, 168
1836 ,KIELDER CASTLE                          ,UNITED KINGDOM                          ,+55:14:02,-002:34:44, 201
1837 ,MORPETH: COCKLE PARK                    ,UNITED KINGDOM                          ,+55:12:54,-001:41:09,  95
1838 ,HIGH MOWTHORPE                          ,UNITED KINGDOM                          ,+54:06:18,-000:38:30, 175
1839 ,SKEGNESS                                ,UNITED KINGDOM                          ,+53:08:48,+000:20:56,   6
1840 ,TERRINGTON ST CLEMENT                   ,UNITED KINGDOM                          ,+52:44:42,+000:17:24,   2
1841 ,EAST BERGHOLT                           ,UNITED KINGDOM                          ,+51:57:32,+001:01:36,   7
1842 ,WATTISHAM                               ,UNITED KINGDOM                          ,+52:07:23,+000:57:42,  89
1843 ,LOWESTOFT                               ,UNITED KINGDOM                          ,+52:29:20,+001:45:00,  25
1844 ,ROTHAMSTED                              ,UNITED KINGDOM                          ,+51:48:24,-000:21:29, 128
1845 ,WRITTLE                                 ,UNITED KINGDOM                          ,+51:43:54,+000:25:51,  32
1846 ,MALHAM TARN                             ,UNITED KINGDOM                          ,+54:06:00,-002:09:42, 381
1847 ,BRADFORD                                ,UNITED KINGDOM                          ,+53:48:47,-001:46:26, 134
1848 ,SHEFFIELD                               ,UNITED KINGDOM                          ,+53:22:51,-001:29:24, 131
1849 ,BUXTON                                  ,UNITED KINGDOM                          ,+53:15:24,-001:54:47, 307
1850 ,NOTTINGHAM: WATNALL                     ,UNITED KINGDOM                          ,+53:00:18,-001:15:00, 117
1851 ,WARSOP                                  ,UNITED KINGDOM                          ,+53:13:23,-001:06:54,  46
1852 ,NEWTOWN LINFORD                         ,UNITED KINGDOM                          ,+52:40:48,-001:12:57, 119
1853 ,WELLESBOURNE                            ,UNITED KINGDOM                          ,+52:12:21,-001:36:11,  47
1854 ,KEELE                                   ,UNITED KINGDOM                          ,+52:59:53,-002:16:12, 179
1855 ,MALVERN                                 ,UNITED KINGDOM                          ,+52:06:42,-002:18:24,  62
1856 ,HALESOWEN                               ,UNITED KINGDOM                          ,+52:26:12,-002:04:30, 153
1857 ,KINLOCHEWE                              ,UNITED KINGDOM                          ,+57:36:47,-005:18:36,  25
1858 ,LYONSHALL                               ,UNITED KINGDOM                          ,+52:12:42,-002:58:05, 155
1859 ,HAMPSTEAD                               ,UNITED KINGDOM                          ,+51:33:39,-000:10:44, 137
1860 ,HEATHROW                                ,UNITED KINGDOM                          ,+51:28:44,-000:26:56,  25
1861 ,WYE                                     ,UNITED KINGDOM                          ,+51:11:06,+000:56:53,  56
1862 ,MANSTON                                 ,UNITED KINGDOM                          ,+51:20:45,+001:20:24,  49
1863 ,BOGNOR REGIS                            ,UNITED KINGDOM                          ,+50:46:51,-000:40:33,   7
1864 ,EASTBOURNE                              ,UNITED KINGDOM                          ,+50:45:32,+000:17:06,   7
1865 ,HASTINGS                                ,UNITED KINGDOM                          ,+50:51:18,+000:34:18,  45
1866 ,WALLINGFORD                             ,UNITED KINGDOM                          ,+51:36:11,-001:06:29,  48
1867 ,HURN                                    ,UNITED KINGDOM                          ,+50:46:44,-001:50:02,  10
1868 ,EVERTON                                 ,UNITED KINGDOM                          ,+50:44:30,-001:34:26,  16
1869 ,LECKFORD                                ,UNITED KINGDOM                          ,+51:07:23,-001:26:17, 117
1870 ,HAYLING ISLAND                          ,UNITED KINGDOM                          ,+50:47:02,-000:59:02,   4
1871 ,ALICE HOLT LODGE                        ,UNITED KINGDOM                          ,+51:10:36,-000:50:53, 115
1872 ,LYNEHAM                                 ,UNITED KINGDOM                          ,+51:30:06,-001:59:27, 145
1873 ,RHUM: KINLOCH                           ,UNITED KINGDOM                          ,+57:00:50,-006:17:12,   5
1874 ,BENMORE: YOUNGER BOTANIC GARDEN         ,UNITED KINGDOM                          ,+56:01:41,-004:59:09,  12
1875 ,BUTE: ROTHESAY                          ,UNITED KINGDOM                          ,+55:50:20,-005:03:50,  43
1876 ,LEADHILLS                               ,UNITED KINGDOM                          ,+55:25:00,-003:45:32, 393
1877 ,CARNWATH                                ,UNITED KINGDOM                          ,+55:42:00,-003:37:59, 208
2000 ,SOLTAU                                  ,GERMANY                                 ,+53:00:00,+009:49:48,  77
2001 ,ANGERMUENDE                             ,GERMANY                                 ,+53:01:48,+014:00:00,  56
2004 ,BRAUNSCHWEIG                            ,GERMANY                                 ,+52:18:00,+010:27:00,  81
2005 ,BOCHOLT                                 ,GERMANY                                 ,+51:49:48,+006:31:48,  21
2006 ,BROCKEN                                 ,GERMANY                                 ,+51:48:00,+010:37:12,1142
2007 ,ARTERN                                  ,GERMANY                                 ,+51:22:48,+011:18:00, 164
2009 ,BENDORF                                 ,GERMANY                                 ,+50:25:12,+007:34:48, 127
2010 ,CHEMNITZ                                ,GERMANY                                 ,+50:48:00,+012:52:12, 418
2012 ,PASSAU                                  ,GERMANY                                 ,+48:34:48,+013:28:12, 409
2013 ,HAMELN                                  ,GERMANY                                 ,+52:06:00,+009:21:00,  44
2014 ,NORDLINGEN                              ,GERMANY                                 ,+48:51:00,+010:03:00, 300
2016 ,AIGEN IM ENNSTAL                        ,AUSTRIA                                 ,+47:31:48,+014:07:48, 638
2017 ,KOSTELNI MYSLOVA                        ,CZECH REPUBLIC                          ,+49:09:36,+015:26:21, 569
2018 ,USTI NAD ORLICI                         ,CZECH REPUBLIC                          ,+49:58:49,+016:25:19, 402
2020 ,LYSA HORA                               ,CZECH REPUBLIC                          ,+49:32:45,+018:26:52,1322
2022 ,KOSZALIN                                ,POLAND                                  ,+54:12:00,+016:08:59,  32
2024 ,SUWALKI                                 ,POLAND                                  ,+54:07:48,+022:57:00, 184
2026 ,CHOJNICE                                ,POLAND                                  ,+53:42:00,+017:33:00, 172
2027 ,TORUN                                   ,POLAND                                  ,+53:01:48,+018:34:48,  69
2028 ,MLAWA                                   ,POLAND                                  ,+53:06:00,+020:21:00, 147
2029 ,GORZOW WLKP                             ,POLAND                                  ,+52:45:00,+015:16:48,  72
2031 ,ZIELONA GORA                            ,POLAND                                  ,+51:55:48,+015:31:48, 192
2032 ,KALISZ                                  ,POLAND                                  ,+51:43:48,+018:04:47, 140
2035 ,SNIEZKA                                 ,POLAND                                  ,+50:43:48,+015:43:48,1603
2036 ,KLODZKO                                 ,POLAND                                  ,+50:25:48,+016:37:12, 356
2037 ,KATOWICE                                ,POLAND                                  ,+50:13:48,+019:01:48, 284
2038 ,KIELCE                                  ,POLAND                                  ,+50:49:12,+020:42:00, 260
2041 ,SOPRON                                  ,HUNGARY                                 ,+47:40:48,+016:36:00, 233
2043 ,PAPA                                    ,HUNGARY                                 ,+47:12:00,+017:30:00, 140
2044 ,KEKESTETO                               ,HUNGARY                                 ,+47:52:12,+020:01:12,1010
2046 ,NYIREGYHAZA                             ,HUNGARY                                 ,+47:58:12,+021:52:48, 105
2047 ,SIOFOK                                  ,HUNGARY                                 ,+46:55:12,+018:01:48, 107
2049 ,BAJA                                    ,HUNGARY                                 ,+46:10:48,+019:01:12, 112
2050 ,BEKESCSABA                              ,HUNGARY                                 ,+46:42:00,+021:07:48,  84
2055 ,SIGHETU MARMATIEI                       ,ROMANIA                                 ,+47:58:12,+023:55:12, 275
2056 ,BOTOSANI                                ,ROMANIA                                 ,+47:40:48,+026:40:12, 161
2057 ,CEAHLAU TOACA                           ,ROMANIA                                 ,+46:55:48,+025:55:12,1897
2058 ,CARANSEBES                              ,ROMANIA                                 ,+45:25:12,+022:15:00, 241
2059 ,GALATI                                  ,ROMANIA                                 ,+45:30:00,+028:01:12,  71
2060 ,RAMNICU VALCEA                          ,ROMANIA                                 ,+45:06:00,+024:22:12, 239
2061 ,CRAIOVA                                 ,ROMANIA                                 ,+44:13:48,+023:52:12, 192
2062 ,CONSTANTA                               ,ROMANIA                                 ,+44:13:12,+028:37:48,  13
2063 ,VARNA                                   ,BULGARIA                                ,+43:12:45,+027:57:09,  39
2064 ,SOFIA                                   ,BULGARIA                                ,+42:39:00,+023:22:48, 586
2067 ,SLIVEN                                  ,BULGARIA                                ,+42:40:12,+026:19:12, 259
2068 ,SANDANSKI                               ,BULGARIA                                ,+41:31:12,+023:16:12, 206
2069 ,KURDJALI                                ,BULGARIA                                ,+41:39:00,+025:22:12, 331
2070 ,S. VALENTINO ALLA MUTA                  ,ITALY                                   ,+46:45:00,+010:31:48,1459
2071 ,BOLZANO                                 ,ITALY                                   ,+46:28:12,+011:19:48, 241
2072 ,UDINE/RIVOLTO                           ,ITALY                                   ,+45:58:48,+013:01:48,  51
2073 ,PIAN ROSA                               ,ITALY                                   ,+45:55:48,+007:42:00,3480
